resp,category,fribbleSelected,task,subjID,trial,labelPresented,frequency,rt,acc,type_of_resp,expeType
23575,2,wug,2AFC - 4 pictures,3421453,32,wug,high,1739.43000000145,1,match,pilot1
23575,2,wug,2AFC - 4 pictures,3421453,46,wug,high,3294.19999999664,1,match,pilot1
23575,2,wug,2AFC - 4 pictures,3491839,46,wug,high,3401.32499999981,1,match,pilot1
23575,2,wug,2AFC - 4 pictures,3473048,32,wug,high,1893.06000000032,1,match,pilot1
23575,2,wug,2AFC - 4 pictures,3467073,32,wug,high,2573.7650000001,1,match,pilot1
23575,2,wug,2AFC - 4 pictures,3424063,46,wug,high,2329,1,match,pilot1
23575,2,wug,2AFC - 4 pictures,3394859,32,wug,high,2320.38499999908,1,match,pilot1
30125,3,tob,2AFC - 4 pictures,3421453,10,tob,low,2008.63499999832,1,match,pilot1
30125,3,tob,2AFC - 4 pictures,3394859,10,tob,low,2683.66499998956,1,match,pilot1
30125,3,tob,2AFC - 4 pictures,3475213,10,tob,low,2649.79499997571,1,match,pilot1
30125,3,tob,2AFC - 4 pictures,3424063,10,tob,low,2500,1,match,pilot1
30225,3,tob,2AFC - 4 pictures,3394859,7,dep,low,2274.70000000903,0,mismatch-type2,pilot1
30375,3,tob,2AFC - 4 pictures,3491839,21,wug,high,1185.16999999974,0,mismatch-type2,pilot1
30425,3,tob,2AFC - 4 pictures,3424063,52,tob,low,2713.00000000003,1,match,pilot1
30425,3,tob,2AFC - 4 pictures,3475213,52,tob,low,1821.68000005186,1,match,pilot1
30425,3,tob,2AFC - 4 pictures,3473048,22,wug,low,1535.03999999884,0,mismatch-type1,pilot1
30425,3,tob,2AFC - 4 pictures,3481518,52,tob,low,1891.73499998287,1,match,pilot1
30425,3,tob,2AFC - 4 pictures,3491839,22,wug,low,2819.00000000041,0,mismatch-type1,pilot1
30425,3,tob,2AFC - 4 pictures,3421453,52,tob,low,1288.32999999577,1,match,pilot1
30425,3,tob,2AFC - 4 pictures,3394859,52,tob,low,2434.3200000003,1,match,pilot1
30475,3,tob,2AFC - 4 pictures,3481518,16,tob,high,1106.50500000338,1,match,pilot1
30475,3,tob,2AFC - 4 pictures,3473048,16,tob,high,2088.79499999966,1,match,pilot1
30475,3,tob,2AFC - 4 pictures,3424063,16,tob,high,3191,1,match,pilot1
30475,3,tob,2AFC - 4 pictures,3467073,16,tob,high,2162.50999999966,1,match,pilot1
30475,3,tob,2AFC - 4 pictures,3394859,16,tob,high,2462.88999999524,1,match,pilot1
30475,3,tob,2AFC - 4 pictures,3430836,16,tob,high,1820.49500000017,1,match,pilot1
30475,3,tob,2AFC - 4 pictures,3475213,16,tob,high,3094.58999987692,1,match,pilot1
30675,3,tob,2AFC - 4 pictures,3467073,31,dep,high,2787.58000000016,0,mismatch-type1,pilot1
30675,3,tob,2AFC - 4 pictures,3491839,14,bim,control_high,1973.32000000007,0,errorControl,pilot1
30675,3,tob,2AFC - 4 pictures,3491839,31,dep,high,2224.46000000037,0,mismatch-type1,pilot1
30725,3,tob,2AFC - 4 pictures,3394859,43,tob,low,2239.44999999367,1,match,pilot1
30725,3,tob,2AFC - 4 pictures,3424063,43,tob,low,2608,1,match,pilot1
30825,3,tob,2AFC - 4 pictures,3430836,27,wug,low,1568.21999999988,0,mismatch-type1,pilot1
30825,3,tob,2AFC - 4 pictures,3473048,27,wug,low,2231.14499999973,0,mismatch-type1,pilot1
30825,3,tob,2AFC - 4 pictures,3467073,27,wug,low,1086.76500000001,0,mismatch-type1,pilot1
30825,3,tob,2AFC - 4 pictures,3491839,27,wug,low,1342.01500000019,0,mismatch-type1,pilot1
31025,3,tob,2AFC - 4 pictures,3473048,40,wug,low,1614.72999999931,0,mismatch-type1,pilot1
31025,3,tob,2AFC - 4 pictures,3430836,40,wug,low,2437.79500000004,0,mismatch-type1,pilot1
31025,3,tob,2AFC - 4 pictures,3467073,40,wug,low,1542.91500000001,0,mismatch-type1,pilot1
31025,3,tob,2AFC - 4 pictures,3424063,53,tob,low,1506,1,match,pilot1
31025,3,tob,2AFC - 4 pictures,3491839,53,tob,low,2140.31499999965,1,match,pilot1
31025,3,tob,2AFC - 4 pictures,3491839,40,wug,low,1528.89000000051,0,mismatch-type1,pilot1
31025,3,tob,2AFC - 4 pictures,3424063,44,tob,low,1217,1,match,pilot1
31025,3,tob,2AFC - 4 pictures,3475213,53,tob,low,1778.75999989919,1,match,pilot1
31025,3,tob,2AFC - 4 pictures,3421453,53,tob,low,1796.99499999697,1,match,pilot1
31025,3,tob,2AFC - 4 pictures,3481518,44,tob,low,2581.9049999991,1,match,pilot1
31025,3,tob,2AFC - 4 pictures,3481518,53,tob,low,1496.11999999615,1,match,pilot1
31375,3,tob,2AFC - 4 pictures,3491839,2,tob,high,1687.43499999982,1,match,pilot1
31375,3,tob,2AFC - 4 pictures,3467073,8,wug,high,1910.06000000016,0,mismatch-type2,pilot1
31375,3,tob,2AFC - 4 pictures,3467073,2,tob,high,1810.31500000017,1,match,pilot1
31375,3,tob,2AFC - 4 pictures,3421453,2,tob,high,3431.38999999792,1,match,pilot1
31375,3,tob,2AFC - 4 pictures,3424063,2,tob,high,1288,1,match,pilot1
31375,3,tob,2AFC - 4 pictures,3430836,2,tob,high,3427.92499999996,1,match,pilot1
31375,3,tob,2AFC - 4 pictures,3481518,2,tob,high,1261.23999999254,1,match,pilot1
31375,3,tob,2AFC - 4 pictures,3473048,2,tob,high,1713.05500000017,1,match,pilot1
31375,3,tob,2AFC - 4 pictures,3475213,2,tob,high,1456.35499991477,1,match,pilot1
31375,3,tob,2AFC - 4 pictures,3394859,2,tob,high,1959.24500000547,1,match,pilot1
31525,3,tob,2AFC - 4 pictures,3467073,4,wug,low,1817.16499999993,0,mismatch-type1,pilot1
31525,3,tob,2AFC - 4 pictures,3481518,35,tob,low,1732.17499998282,1,match,pilot1
31525,3,tob,2AFC - 4 pictures,3473048,4,wug,low,2029.32499999952,0,mismatch-type1,pilot1
31525,3,tob,2AFC - 4 pictures,3491839,4,wug,low,1662.60499999953,0,mismatch-type1,pilot1
31525,3,tob,2AFC - 4 pictures,3475213,4,wug,low,2488.3250000421,0,mismatch-type1,pilot1
31525,3,tob,2AFC - 4 pictures,3475213,35,tob,low,2315.55499997921,1,match,pilot1
31525,3,tob,2AFC - 4 pictures,3424063,35,tob,low,1516,1,match,pilot1
31525,3,tob,2AFC - 4 pictures,3394859,35,tob,low,2484.93999999482,1,match,pilot1
31625,3,tob,2AFC - 4 pictures,3394859,19,tob,low,2444.43499998306,1,match,pilot1
31625,3,tob,2AFC - 4 pictures,3491839,19,tob,low,2255.68500000008,1,match,pilot1
31625,3,tob,2AFC - 4 pictures,3430836,19,tob,low,2843.29499999991,1,match,pilot1
31625,3,tob,2AFC - 4 pictures,3481518,19,tob,low,1932.96499998542,1,match,pilot1
31825,3,tob,2AFC - 4 pictures,3491839,24,wug,low,1430.61499999931,0,mismatch-type1,pilot1
31825,3,tob,2AFC - 4 pictures,3473048,24,wug,low,2053.35500000001,0,mismatch-type1,pilot1
31925,3,tob,2AFC - 4 pictures,3430836,33,wug,low,3065.99000000008,0,mismatch-type1,pilot1
31925,3,tob,2AFC - 4 pictures,3491839,33,wug,low,1547.19500000012,0,mismatch-type1,pilot1
31925,3,tob,2AFC - 4 pictures,3473048,33,wug,low,1655.21000000081,0,mismatch-type1,pilot1
31925,3,tob,2AFC - 4 pictures,3467073,33,wug,low,1181.81499999989,0,mismatch-type1,pilot1
31975,3,tob,2AFC - 4 pictures,3491839,26,dep,high,2156.26499999961,0,mismatch-type1,pilot1
32025,3,tob,2AFC - 4 pictures,3491839,56,dep,low,925.764999999956,0,mismatch-type2,pilot1
32075,3,tob,2AFC - 4 pictures,3491839,6,dep,high,1486.31999999998,0,mismatch-type1,pilot1
32075,3,tob,2AFC - 4 pictures,3481518,6,dep,high,2099.06999999657,0,mismatch-type1,pilot1
32125,3,tob,2AFC - 4 pictures,3430836,20,tob,low,3472.04499999998,1,match,pilot1
32125,3,tob,2AFC - 4 pictures,3421453,20,tob,low,3132.66500000464,1,match,pilot1
32125,3,tob,2AFC - 4 pictures,3481518,20,tob,low,2029.34999999707,1,match,pilot1
32125,3,tob,2AFC - 4 pictures,3394859,20,tob,low,2019.4649999903,1,match,pilot1
32125,3,tob,2AFC - 4 pictures,3424063,20,tob,low,2485,1,match,pilot1
32275,3,tob,2AFC - 4 pictures,3475213,41,tob,high,3156.7549998872,1,match,pilot1
32275,3,tob,2AFC - 4 pictures,3394859,41,tob,high,2954.59500001743,1,match,pilot1
32275,3,tob,2AFC - 4 pictures,3430836,41,tob,high,1475.10000000012,1,match,pilot1
32275,3,tob,2AFC - 4 pictures,3424063,41,tob,high,1614,1,match,pilot1
32275,3,tob,2AFC - 4 pictures,3473048,41,tob,high,1353.5899999988,1,match,pilot1
32275,3,tob,2AFC - 4 pictures,3481518,41,tob,high,1235.77500000829,1,match,pilot1
32275,3,tob,2AFC - 4 pictures,3467073,41,tob,high,1258.38499999963,1,match,pilot1
32375,3,tob,2AFC - 4 pictures,3491839,45,dep,high,1964.35999999993,0,mismatch-type1,pilot1
32425,3,tob,2AFC - 4 pictures,3467073,30,wug,low,2029.64500000006,0,mismatch-type1,pilot1
32425,3,tob,2AFC - 4 pictures,3430836,30,wug,low,1954.3749999998,0,mismatch-type1,pilot1
32425,3,tob,2AFC - 4 pictures,3473048,30,wug,low,1568.69000000006,0,mismatch-type1,pilot1
32425,3,tob,2AFC - 4 pictures,3491839,30,wug,low,1699.83000000048,0,mismatch-type1,pilot1
32475,3,tob,2AFC - 4 pictures,3491839,17,dep,high,3305.96499999956,0,mismatch-type1,pilot1
32525,3,tob,2AFC - 4 pictures,3491839,12,wug,low,1169.40000000068,0,mismatch-type1,pilot1
32525,3,tob,2AFC - 4 pictures,3430836,12,wug,low,3171.81000000004,0,mismatch-type1,pilot1
32525,3,tob,2AFC - 4 pictures,3421453,12,wug,low,2792.19500000181,0,mismatch-type1,pilot1
32525,3,tob,2AFC - 4 pictures,3473048,12,wug,low,2613.57500000032,0,mismatch-type1,pilot1
32875,3,tob,2AFC - 4 pictures,3473048,18,tob,high,1551.46499999956,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3394859,29,tob,high,2808.38000000222,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3467073,29,tob,high,1461.11500000006,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3430836,18,tob,high,1547.38499999985,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3430836,29,tob,high,1987.04999999996,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3473048,29,tob,high,2603.06499999933,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3424063,18,tob,high,1644,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3467073,18,tob,high,2418.37999999963,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3481518,18,tob,high,1315.8800000092,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3424063,29,tob,high,1337,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3481518,29,tob,high,1757.64500000514,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3421453,29,tob,high,1722.80499999761,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3394859,18,tob,high,2383.31000000471,1,match,pilot1
32875,3,tob,2AFC - 4 pictures,3475213,29,tob,high,2330.59999998659,1,match,pilot1
33075,3,tob,2AFC - 4 pictures,3430836,1,tob,high,1825.73000000002,1,match,pilot1
33075,3,tob,2AFC - 4 pictures,3424063,1,tob,high,2201,1,match,pilot1
33075,3,tob,2AFC - 4 pictures,3491839,1,tob,high,1512.60499999989,1,match,pilot1
33075,3,tob,2AFC - 4 pictures,3475213,1,tob,high,1618.66499995813,1,match,pilot1
33075,3,tob,2AFC - 4 pictures,3473048,1,tob,high,1302.05999999998,1,match,pilot1
33075,3,tob,2AFC - 4 pictures,3421453,1,tob,high,3401.47000000434,1,match,pilot1
33075,3,tob,2AFC - 4 pictures,3481518,1,tob,high,1090.33999999519,1,match,pilot1
33075,3,tob,2AFC - 4 pictures,3467073,1,tob,high,1597.65500000003,1,match,pilot1
33475,3,tob,2AFC - 4 pictures,3491839,28,tob,high,2548.56500000005,1,match,pilot1
33475,3,tob,2AFC - 4 pictures,3481518,28,tob,high,1233.16500001238,1,match,pilot1
33475,3,tob,2AFC - 4 pictures,3473048,28,tob,high,1570.57499999972,1,match,pilot1
33475,3,tob,2AFC - 4 pictures,3394859,28,tob,high,1362.84999997588,1,match,pilot1
33475,3,tob,2AFC - 4 pictures,3430836,28,tob,high,1351.63499999998,1,match,pilot1
33475,3,tob,2AFC - 4 pictures,3467073,28,tob,high,1389.37499999975,1,match,pilot1
33575,3,tob,2AFC - 4 pictures,3430836,25,tob,high,1451.90000000002,1,match,pilot1
33575,3,tob,2AFC - 4 pictures,3481518,25,tob,high,1562.66500000493,1,match,pilot1
33575,3,tob,2AFC - 4 pictures,3467073,25,tob,high,1569.68999999981,1,match,pilot1
33575,3,tob,2AFC - 4 pictures,3473048,25,tob,high,2206.04000000094,1,match,pilot1
33575,3,tob,2AFC - 4 pictures,3394859,25,tob,high,1393.41999997851,1,match,pilot1
bim10,4,bim,2AFC - 4 pictures,3467073,15,dep,high,2181.46999999999,0,errorControl-high,pilot1
bim11,4,bim,2AFC - 4 pictures,3491839,16,tob,high,1152.58999999971,0,errorControl-high,pilot1
bim14,4,bim,2AFC - 4 pictures,3475213,14,bim,control_high,1141.2100000307,1,match,pilot1
bim14,4,bim,2AFC - 4 pictures,3481518,14,bim,control_high,1057.19500000123,1,match,pilot1
bim14,4,bim,2AFC - 4 pictures,3394859,14,bim,control_high,1528.12000000267,1,match,pilot1
bim14,4,bim,2AFC - 4 pictures,3421453,14,bim,control_high,1807.22499999683,1,match,pilot1
bim14,4,bim,2AFC - 4 pictures,3491839,43,tob,low,1755.3450000005,0,errorControl-low,pilot1
bim14,4,bim,2AFC - 4 pictures,3473048,14,bim,control_high,1667.71000000063,1,match,pilot1
bim15,4,bim,2AFC - 4 pictures,3491839,9,dep,high,2587.38499999981,0,errorControl-high,pilot1
bim16,4,bim,2AFC - 4 pictures,3467073,51,bim,control_low,3100.43499999982,1,match,pilot1
bim16,4,bim,2AFC - 4 pictures,3430836,51,bim,control_low,1923.19999999995,1,match,pilot1
bim16,4,bim,2AFC - 4 pictures,3424063,51,bim,control_low,1091.99999999997,1,match,pilot1
bim16,4,bim,2AFC - 4 pictures,3481518,51,bim,control_low,1039.55000001588,1,match,pilot1
bim16,4,bim,2AFC - 4 pictures,3394859,51,bim,control_low,1527.97999998438,1,match,pilot1
bim16,4,bim,2AFC - 4 pictures,3475213,51,bim,control_low,2598.29000011086,1,match,pilot1
bim16,4,bim,2AFC - 4 pictures,3473048,51,bim,control_low,2550.63000000155,1,match,pilot1
bim16,4,bim,2AFC - 4 pictures,3421453,51,bim,control_low,1999.57500000164,1,match,pilot1
bim17,4,bim,2AFC - 4 pictures,3491839,11,dep,low,3264.49000000048,0,errorControl-low,pilot1
bim17,4,bim,2AFC - 4 pictures,3467073,11,dep,low,2263.79499999985,0,errorControl-low,pilot1
bim17,4,bim,2AFC - 4 pictures,3491839,41,tob,high,1332.7099999997,0,errorControl-high,pilot1
bim17,4,bim,2AFC - 4 pictures,3467073,56,dep,low,2288.07500000039,0,errorControl-low,pilot1
bim18,4,bim,2AFC - 4 pictures,3467073,19,tob,low,2507.21999999997,0,errorControl-low,pilot1
bim2,4,bim,2AFC - 4 pictures,3467073,12,wug,low,1306.32500000002,0,errorControl-low,pilot1
bim2,4,bim,2AFC - 4 pictures,3491839,35,tob,low,1233.48499999975,0,errorControl-low,pilot1
bim20,4,bim,2AFC - 4 pictures,3475213,46,wug,high,1321.01500011049,0,errorControl-high,pilot1
bim22,4,bim,2AFC - 4 pictures,3491839,18,tob,high,2561.52500000007,0,errorControl-high,pilot1
bim23,4,bim,2AFC - 4 pictures,3421453,5,bim,control_low,1055.8400000009,1,match,pilot1
bim23,4,bim,2AFC - 4 pictures,3394859,5,bim,control_low,1403.7299999909,1,match,pilot1
bim23,4,bim,2AFC - 4 pictures,3424063,5,bim,control_low,1098,1,match,pilot1
bim23,4,bim,2AFC - 4 pictures,3473048,5,bim,control_low,1503.04500000038,1,match,pilot1
bim23,4,bim,2AFC - 4 pictures,3475213,5,bim,control_low,1123.79000009969,1,match,pilot1
bim23,4,bim,2AFC - 4 pictures,3467073,5,bim,control_low,1128.48499999973,1,match,pilot1
bim23,4,bim,2AFC - 4 pictures,3491839,5,bim,control_low,1362.61500000001,1,match,pilot1
bim23,4,bim,2AFC - 4 pictures,3481518,5,bim,control_low,1134.78500000201,1,match,pilot1
bim24,4,bim,2AFC - 4 pictures,3481518,23,bim,control_low,914.380000001984,1,match,pilot1
bim24,4,bim,2AFC - 4 pictures,3491839,23,bim,control_low,1376.83000000016,1,match,pilot1
bim24,4,bim,2AFC - 4 pictures,3424063,23,bim,control_low,1116,1,match,pilot1
bim24,4,bim,2AFC - 4 pictures,3475213,23,bim,control_low,1082.51499990001,1,match,pilot1
bim24,4,bim,2AFC - 4 pictures,3421453,23,bim,control_low,1384.64999999997,1,match,pilot1
bim24,4,bim,2AFC - 4 pictures,3491839,44,tob,low,2042.23999999976,0,errorControl-low,pilot1
bim24,4,bim,2AFC - 4 pictures,3394859,23,bim,control_low,1487.62500000885,1,match,pilot1
bim24,4,bim,2AFC - 4 pictures,3467073,23,bim,control_low,1467.81499999997,1,match,pilot1
bim24,4,bim,2AFC - 4 pictures,3473048,23,bim,control_low,1183.10000000018,1,match,pilot1
bim24,4,bim,2AFC - 4 pictures,3430836,23,bim,control_low,2722.08999999998,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3421453,50,bim,control_high,1279.71000000252,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3424063,37,bim,control_low,1171,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3394859,37,bim,control_low,1273.89500002027,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3394859,50,bim,control_high,1245.80000000424,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3430836,37,bim,control_low,1705.4250000001,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3430836,50,bim,control_high,2008.79999999984,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3481518,37,bim,control_low,1056.05499999365,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3467073,37,bim,control_low,1711.68000000034,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3475213,50,bim,control_high,1504.42000012845,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3481518,50,bim,control_high,1044.88500001025,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3467073,50,bim,control_high,1258.47999999995,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3475213,37,bim,control_low,1424.64500013739,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3473048,50,bim,control_high,1190.76000000132,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3424063,50,bim,control_high,1075.00000000003,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3473048,37,bim,control_low,1604.21999999927,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3491839,37,bim,control_low,2002.26999999993,1,match,pilot1
bim4,4,bim,2AFC - 4 pictures,3421453,37,bim,control_low,1153.47499999916,1,match,pilot1
bim5,4,bim,2AFC - 4 pictures,3430836,55,bim,control_high,1476.86500000008,1,match,pilot1
bim5,4,bim,2AFC - 4 pictures,3424063,55,bim,control_high,1621,1,match,pilot1
bim5,4,bim,2AFC - 4 pictures,3394859,55,bim,control_high,2353.08000000077,1,match,pilot1
bim5,4,bim,2AFC - 4 pictures,3473048,55,bim,control_high,1929.18500000087,1,match,pilot1
bim5,4,bim,2AFC - 4 pictures,3475213,55,bim,control_high,1496.58499984071,1,match,pilot1
bim5,4,bim,2AFC - 4 pictures,3481518,55,bim,control_high,1006.91499997629,1,match,pilot1
bim5,4,bim,2AFC - 4 pictures,3421453,55,bim,control_high,882.284999999683,1,match,pilot1
bim6,4,bim,2AFC - 4 pictures,3394859,47,bim,control_high,1266.05000000563,1,match,pilot1
bim6,4,bim,2AFC - 4 pictures,3467073,47,bim,control_high,1862.2949999999,1,match,pilot1
bim6,4,bim,2AFC - 4 pictures,3430836,47,bim,control_high,1964.87000000002,1,match,pilot1
bim6,4,bim,2AFC - 4 pictures,3475213,47,bim,control_high,1265.26500005275,1,match,pilot1
bim6,4,bim,2AFC - 4 pictures,3473048,47,bim,control_high,1794.21499999991,1,match,pilot1
bim6,4,bim,2AFC - 4 pictures,3424063,47,bim,control_high,3049.00000000003,1,match,pilot1
bim6,4,bim,2AFC - 4 pictures,3481518,47,bim,control_high,1030.39999998873,1,match,pilot1
bim6,4,bim,2AFC - 4 pictures,3421453,47,bim,control_high,1001.7899999948,1,match,pilot1
missing,NA,NA,2AFC - 4 pictures,3424063,28,tob,high,3493,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3394859,38,dep,low,3498.67499999999,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,5,bim,control_low,3497.951,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3467073,22,wug,low,3497.204,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3394859,13,wug,high,3498.143,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3394859,1,tob,high,3498.575,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3491839,47,bim,control_high,3503.505,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3475213,17,dep,high,3501.099,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3475213,18,tob,high,3500.946,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3421453,21,wug,high,3499.887,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3421453,22,wug,low,3499.97,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3394859,48,dep,low,3498.49500000002,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,15,dep,high,3496.841,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3491839,54,dep,low,3503.53300000002,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3421453,25,tob,high,3500.12299999999,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3467073,34,dep,low,3497.21100000001,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3421453,28,tob,high,3500.04700000001,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3421453,42,wug,high,3500.019,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3421453,3,dep,high,3499.997,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,22,wug,low,3497.035,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3424063,19,tob,low,3498,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,24,wug,low,3497.481,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3421453,19,tob,low,3499.901,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,26,dep,high,3497.19,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3424063,24,wug,low,3520,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3475213,48,dep,low,3500.97200000001,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3394859,34,dep,low,3498.084,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3473048,21,wug,high,3501.54000000001,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,44,tob,low,3497.23700000002,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3421453,27,wug,low,3500.095,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,10,tob,low,3496.677,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3424063,25,tob,high,3504,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3421453,4,wug,low,3500.015,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3394859,27,wug,low,3498.277,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,14,bim,control_high,3497.84800000001,NA,timedOut,pilot1
missing,NA,NA,2AFC - 4 pictures,3467073,55,bim,control_high,3497.201,NA,mismatch-type1,pilot1
missing,NA,NA,2AFC - 4 pictures,3424063,14,bim,control_high,3501,NA,mismatch-type1,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,3,dep,high,3502.191,NA,mismatch-type1,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,34,dep,low,3498.15300000002,NA,mismatch-type1,pilot1
missing,NA,NA,2AFC - 4 pictures,3430836,52,tob,low,3499.204,NA,mismatch-type1,pilot1
