resp,category,fribbleSelected,task,subjID,trial,labelPresented,frequency,rt,list,acc,type_of_resp,expeType
10125,1,dep,2AFC - 4 pictures,3518198,30,dep,low,2195.000000006985,2,1,match,pilot2
10125,1,dep,2AFC - 4 pictures,3517616,48,wug,low,1426.2800000142306,2,0,mismatch-type2,pilot2
10225,1,dep,2AFC - 4 pictures,3528247,27,dep,low,3036.07999999076,3,1,match,pilot2
10225,1,dep,2AFC - 4 pictures,3528246,19,dep,low,3340.62500001164,3,1,match,pilot2
10225,1,dep,2AFC - 4 pictures,3502663,23,dep,low,2045.80500000021,3,1,match,pilot2
10325,1,dep,2AFC - 4 pictures,3528247,46,tob,low,1134.78000002215,3,0,mismatch-type1,pilot2
10325,1,dep,2AFC - 4 pictures,3518198,55,dep,low,2857.000000018161,2,1,match,pilot2
10425,1,dep,2AFC - 4 pictures,3528247,40,tob,low,1276.3799999957,3,0,mismatch-type1,pilot2
10475,1,dep,2AFC - 4 pictures,3528247,21,dep,high,2258.28000000911,3,1,match,pilot2
10475,1,dep,2AFC - 4 pictures,3528246,21,dep,high,3021.9250000082,3,1,match,pilot2
10475,1,dep,2AFC - 4 pictures,3528273,47,dep,high,1826.74500020221,1,1,match,pilot2
10475,1,dep,2AFC - 4 pictures,3517626,30,dep,high,3021.00000000792,1,1,match,pilot2
10475,1,dep,2AFC - 4 pictures,3502663,50,dep,high,2095.91999999975,3,1,match,pilot2
10475,1,dep,2AFC - 4 pictures,3502650,21,dep,high,2395.52000000003,1,1,match,pilot2
10525,1,dep,2AFC - 4 pictures,3528273,25,tob,low,2193.5049998574,1,0,mismatch-type1,pilot2
10525,1,dep,2AFC - 4 pictures,3528252,23,tob,low,1038.0850000074133,2,0,mismatch-type1,pilot2
10525,1,dep,2AFC - 4 pictures,3502650,55,tob,low,1440.31500000006,1,0,mismatch-type1,pilot2
10525,1,dep,2AFC - 4 pictures,3518198,28,tob,low,3125.99999998929,2,0,mismatch-type1,pilot2
10525,1,dep,2AFC - 4 pictures,3517616,42,tob,low,1620.7649999996647,2,0,mismatch-type1,pilot2
10525,1,dep,2AFC - 4 pictures,3517626,13,tob,low,1372.99999999232,1,0,mismatch-type1,pilot2
10625,1,dep,2AFC - 4 pictures,3528252,53,tob,low,1255.8749999734573,2,0,mismatch-type1,pilot2
10625,1,dep,2AFC - 4 pictures,3518198,50,tob,low,2853.000000002794,2,0,mismatch-type1,pilot2
10625,1,dep,2AFC - 4 pictures,3517616,16,tob,low,1419.6700000029523,2,0,mismatch-type1,pilot2
10675,1,dep,2AFC - 4 pictures,3528252,31,dep,high,1894.7899999911897,2,1,match,pilot2
10675,1,dep,2AFC - 4 pictures,3528247,11,dep,high,1720.44999999343,3,1,match,pilot2
10675,1,dep,2AFC - 4 pictures,3528246,45,dep,high,2346.72499999579,3,1,match,pilot2
10675,1,dep,2AFC - 4 pictures,3502663,13,dep,high,1368.79999999974,3,1,match,pilot2
10675,1,dep,2AFC - 4 pictures,3518198,37,dep,high,1513.0000000353903,2,1,match,pilot2
10725,1,dep,2AFC - 4 pictures,3517616,32,tob,low,1402.0500000042375,2,0,mismatch-type1,pilot2
10725,1,dep,2AFC - 4 pictures,3528252,26,tob,low,1283.5850000265054,2,0,mismatch-type1,pilot2
10725,1,dep,2AFC - 4 pictures,3518198,15,tob,low,2069.000000017695,2,0,mismatch-type1,pilot2
10825,1,dep,2AFC - 4 pictures,3518198,56,dep,low,1614.9999999906868,2,1,match,pilot2
10825,1,dep,2AFC - 4 pictures,3518198,21,dep,low,1734.9999999860302,2,1,match,pilot2
10925,1,dep,2AFC - 4 pictures,3502663,28,dep,low,2312.32000000001,3,1,match,pilot2
10925,1,dep,2AFC - 4 pictures,3518198,9,dep,low,2100.9999999660067,2,1,match,pilot2
10925,1,dep,2AFC - 4 pictures,3517616,56,dep,low,1146.115000010468,2,1,match,pilot2
10975,1,dep,2AFC - 4 pictures,3502663,39,dep,high,2006.02500000014,3,1,match,pilot2
10975,1,dep,2AFC - 4 pictures,3528247,10,dep,high,1777.40500000073,3,1,match,pilot2
10975,1,dep,2AFC - 4 pictures,3502663,32,wug,high,1603.45999999982,3,0,mismatch-type1,pilot2
10975,1,dep,2AFC - 4 pictures,3528246,2,dep,high,2782.79499999189,3,1,match,pilot2
11025,1,dep,2AFC - 4 pictures,3517616,51,tob,low,1122.090000018943,2,0,mismatch-type1,pilot2
11025,1,dep,2AFC - 4 pictures,3528252,5,tob,low,2055.2150000003166,2,0,mismatch-type1,pilot2
11025,1,dep,2AFC - 4 pictures,3518198,49,tob,low,2145.0000000186265,2,0,mismatch-type1,pilot2
11025,1,dep,2AFC - 4 pictures,3517616,6,tob,low,1514.7649999998976,2,0,mismatch-type1,pilot2
11025,1,dep,2AFC - 4 pictures,3528252,42,tob,low,1668.6650000046939,2,0,mismatch-type1,pilot2
11025,1,dep,2AFC - 4 pictures,3518198,11,tob,low,1962.9999999888241,2,0,mismatch-type1,pilot2
11025,1,dep,2AFC - 4 pictures,3517616,47,wug,low,2069.4000000075903,2,0,mismatch-type2,pilot2
11075,1,dep,2AFC - 4 pictures,3502663,52,dep,high,2687.28999999986,3,1,match,pilot2
11075,1,dep,2AFC - 4 pictures,3528247,43,dep,high,2093.11000001617,3,1,match,pilot2
11075,1,dep,2AFC - 4 pictures,3528246,4,dep,high,1643.54999999341,3,1,match,pilot2
11175,1,dep,2AFC - 4 pictures,3528273,28,dep,high,1584.20000015758,1,1,match,pilot2
11175,1,dep,2AFC - 4 pictures,3517626,35,dep,high,1453.9999999979,1,1,match,pilot2
11175,1,dep,2AFC - 4 pictures,3502650,11,dep,high,1599.84999999983,1,1,match,pilot2
11225,1,dep,2AFC - 4 pictures,3517616,45,tob,low,1234.6499999985099,2,0,mismatch-type1,pilot2
11225,1,dep,2AFC - 4 pictures,3528247,9,dep,low,1614.46499999147,3,1,match,pilot2
11225,1,dep,2AFC - 4 pictures,3528252,22,tob,low,2922.580000013113,2,0,mismatch-type1,pilot2
11225,1,dep,2AFC - 4 pictures,3518198,23,tob,low,1296.0000000311993,2,0,mismatch-type1,pilot2
11225,1,dep,2AFC - 4 pictures,3528246,26,dep,low,2326.1050000001,3,1,match,pilot2
11225,1,dep,2AFC - 4 pictures,3502663,40,dep,low,1406.94499999975,3,1,match,pilot2
11275,1,dep,2AFC - 4 pictures,3518198,17,dep,high,1947.0000000437722,2,1,match,pilot2
11275,1,dep,2AFC - 4 pictures,3528252,41,dep,high,2071.1649999720976,2,1,match,pilot2
11325,1,dep,2AFC - 4 pictures,3528247,54,tob,low,1997.08999998984,3,0,mismatch-type1,pilot2
11425,1,dep,2AFC - 4 pictures,3518198,44,tob,low,1408.9999999850988,2,0,mismatch-type1,pilot2
11425,1,dep,2AFC - 4 pictures,3517616,27,tob,low,1718.8650000025518,2,0,mismatch-type1,pilot2
11425,1,dep,2AFC - 4 pictures,3528252,20,tob,low,2055.709999985993,2,0,mismatch-type1,pilot2
11425,1,dep,2AFC - 4 pictures,3517626,47,tob,low,1621.00000001374,1,0,mismatch-type1,pilot2
11525,1,dep,2AFC - 4 pictures,3502663,41,dep,low,1415.94499999975,3,1,match,pilot2
11525,1,dep,2AFC - 4 pictures,3528246,34,dep,low,1606.92500000005,3,1,match,pilot2
11575,1,dep,2AFC - 4 pictures,3528252,39,dep,high,1311.040000000503,2,1,match,pilot2
11625,1,dep,2AFC - 4 pictures,3528247,23,tob,low,2295.12500000419,3,0,mismatch-type1,pilot2
11625,1,dep,2AFC - 4 pictures,3517626,38,tob,low,1263.00000000629,1,0,mismatch-type1,pilot2
11625,1,dep,2AFC - 4 pictures,3528247,56,tob,low,2667.46999998577,3,0,mismatch-type1,pilot2
11625,1,dep,2AFC - 4 pictures,3518198,7,tob,low,1768.0000000400469,2,0,mismatch-type1,pilot2
11625,1,dep,2AFC - 4 pictures,3528247,35,tob,low,2066.91999998293,3,0,mismatch-type1,pilot2
11625,1,dep,2AFC - 4 pictures,3528273,26,tob,low,2789.94999988936,1,0,mismatch-type1,pilot2
11625,1,dep,2AFC - 4 pictures,3517616,40,tob,low,1247.1499999810476,2,0,mismatch-type1,pilot2
11625,1,dep,2AFC - 4 pictures,3528247,41,tob,low,1656.27499998664,3,0,mismatch-type1,pilot2
11725,1,dep,2AFC - 4 pictures,3517616,46,wug,low,1306.2250000075437,2,0,mismatch-type2,pilot2
11825,1,dep,2AFC - 4 pictures,3517626,55,tob,low,1075.00000001164,1,0,mismatch-type1,pilot2
11825,1,dep,2AFC - 4 pictures,3502650,52,tob,low,1205.41000000003,1,0,mismatch-type1,pilot2
11875,1,dep,2AFC - 4 pictures,3517626,2,wug,high,2125,1,0,mismatch-type1,pilot2
11925,1,dep,2AFC - 4 pictures,3528246,11,dep,low,2658.70500000892,3,1,match,pilot2
11975,1,dep,2AFC - 4 pictures,3528273,5,dep,high,3358.20500017144,1,1,match,pilot2
11975,1,dep,2AFC - 4 pictures,3502650,18,dep,high,1930.53499999996,1,1,match,pilot2
11975,1,dep,2AFC - 4 pictures,3517626,17,dep,high,2489.0000000014,1,1,match,pilot2
11975,1,dep,2AFC - 4 pictures,3528252,25,dep,high,1514.415000041481,2,1,match,pilot2
12075,1,dep,2AFC - 4 pictures,3517626,21,dep,high,2646.99999999721,1,1,match,pilot2
12075,1,dep,2AFC - 4 pictures,3528273,11,dep,high,1919.88499998115,1,1,match,pilot2
12075,1,dep,2AFC - 4 pictures,3502650,46,dep,high,1960.5100000001,1,1,match,pilot2
12075,1,dep,2AFC - 4 pictures,3528252,34,dep,high,2248.0799999902956,2,1,match,pilot2
12125,1,dep,2AFC - 4 pictures,3502663,24,dep,low,1014.71499999979,3,1,match,pilot2
12125,1,dep,2AFC - 4 pictures,3528246,44,dep,low,1869.87999999837,3,1,match,pilot2
12175,1,dep,2AFC - 4 pictures,3518198,18,wug,high,1635.0000000093132,2,0,mismatch-type1,pilot2
12225,1,dep,2AFC - 4 pictures,3502650,37,tob,low,1765.92000000004,1,0,mismatch-type1,pilot2
12225,1,dep,2AFC - 4 pictures,3528273,17,tob,low,1356.11500008963,1,0,mismatch-type1,pilot2
12225,1,dep,2AFC - 4 pictures,3517626,45,tob,low,1328.00000000861,1,0,mismatch-type1,pilot2
12275,1,dep,2AFC - 4 pictures,3517626,34,wug,high,1502.99999999697,1,0,mismatch-type1,pilot2
12325,1,dep,2AFC - 4 pictures,3517626,54,tob,low,2024.00000000489,1,0,mismatch-type1,pilot2
12325,1,dep,2AFC - 4 pictures,3502650,30,tob,low,1884.93500000004,1,0,mismatch-type1,pilot2
12325,1,dep,2AFC - 4 pictures,3528273,3,tob,low,2370.26500003412,1,0,mismatch-type1,pilot2
12325,1,dep,2AFC - 4 pictures,3502663,12,dep,low,1122.37000000005,3,1,match,pilot2
12325,1,dep,2AFC - 4 pictures,3528246,30,dep,low,2380.4999999993,3,1,match,pilot2
12425,1,dep,2AFC - 4 pictures,3502650,39,tob,low,1779.08499999988,1,0,mismatch-type1,pilot2
12425,1,dep,2AFC - 4 pictures,3502650,42,tob,low,2166.45500000005,1,0,mismatch-type1,pilot2
12425,1,dep,2AFC - 4 pictures,3517626,16,tob,low,1321.00000002538,1,0,mismatch-type1,pilot2
12475,1,dep,2AFC - 4 pictures,3518198,5,wug,high,1885.0000000093132,2,0,mismatch-type1,pilot2
12525,1,dep,2AFC - 4 pictures,3517616,9,dep,low,1606.9600000046194,2,1,match,pilot2
12575,1,dep,2AFC - 4 pictures,3517626,27,wug,high,1752.99999999697,1,0,mismatch-type1,pilot2
12675,1,dep,2AFC - 4 pictures,3517626,36,dep,high,2502.99999999697,1,1,match,pilot2
12675,1,dep,2AFC - 4 pictures,3528273,34,dep,high,1583.0900000874,1,1,match,pilot2
12675,1,dep,2AFC - 4 pictures,3502650,56,dep,high,1874.54500000013,1,1,match,pilot2
12775,1,dep,2AFC - 4 pictures,3502650,54,dep,high,2591.905,1,1,match,pilot2
12775,1,dep,2AFC - 4 pictures,3517626,42,dep,high,1505.99999999395,1,1,match,pilot2
12775,1,dep,2AFC - 4 pictures,3528273,7,dep,high,2247.90999991819,1,1,match,pilot2
12775,1,dep,2AFC - 4 pictures,3528273,6,dep,high,1725.79500009306,1,1,match,pilot2
12775,1,dep,2AFC - 4 pictures,3502650,8,dep,high,1930.22499999983,1,1,match,pilot2
12775,1,dep,2AFC - 4 pictures,3517626,39,dep,high,2168.99999999441,1,1,match,pilot2
12875,1,dep,2AFC - 4 pictures,3528246,10,dep,high,2281.74500000023,3,1,match,pilot2
12875,1,dep,2AFC - 4 pictures,3518198,36,dep,high,3106.000000028871,2,1,match,pilot2
12875,1,dep,2AFC - 4 pictures,3528247,18,dep,high,1916.13500000676,3,1,match,pilot2
12875,1,dep,2AFC - 4 pictures,3528252,49,dep,high,2200.874999980442,2,1,match,pilot2
12975,1,dep,2AFC - 4 pictures,3502663,11,dep,high,2453.28500000005,3,1,match,pilot2
12975,1,dep,2AFC - 4 pictures,3528247,30,dep,high,2179.76999998791,3,1,match,pilot2
12975,1,dep,2AFC - 4 pictures,3528246,37,dep,high,1851.67499999807,3,1,match,pilot2
13075,1,dep,2AFC - 4 pictures,3518198,46,dep,high,2895.0000000186265,2,1,match,pilot2
13075,1,dep,2AFC - 4 pictures,3502650,53,dep,high,1792.93000000008,1,1,match,pilot2
13075,1,dep,2AFC - 4 pictures,3517616,3,dep,high,1180.965000006836,2,1,match,pilot2
13075,1,dep,2AFC - 4 pictures,3528273,36,dep,high,1873.63499985076,1,1,match,pilot2
13075,1,dep,2AFC - 4 pictures,3528252,14,dep,high,1708.2900000386871,2,1,match,pilot2
13375,1,dep,2AFC - 4 pictures,3502663,44,dep,high,2019.60000000009,3,1,match,pilot2
13375,1,dep,2AFC - 4 pictures,3528246,7,dep,high,1258.56499999645,3,1,match,pilot2
13375,1,dep,2AFC - 4 pictures,3528247,5,dep,high,1810.41999999434,3,1,match,pilot2
13475,1,dep,2AFC - 4 pictures,3528252,37,dep,high,1237.1649999986403,2,1,match,pilot2
13475,1,dep,2AFC - 4 pictures,3528247,14,dep,high,2030.88000000571,3,1,match,pilot2
13475,1,dep,2AFC - 4 pictures,3517616,13,dep,high,1698.5900000145193,2,1,match,pilot2
13475,1,dep,2AFC - 4 pictures,3518198,38,dep,high,1179.999999993015,2,1,match,pilot2
13475,1,dep,2AFC - 4 pictures,3502663,53,dep,high,1072.52000000016,3,1,match,pilot2
13475,1,dep,2AFC - 4 pictures,3528246,24,dep,high,2199.62499999383,3,1,match,pilot2
20125,2,wug,2AFC - 4 pictures,3528247,37,tob,low,1859.145000024,3,0,mismatch-type2,pilot2
20125,2,wug,2AFC - 4 pictures,3528247,6,wug,low,2747.41999999969,3,1,match,pilot2
20125,2,wug,2AFC - 4 pictures,3528246,46,wug,low,2996.07999999716,3,1,match,pilot2
20125,2,wug,2AFC - 4 pictures,3502663,10,wug,low,1807.66500000027,3,1,match,pilot2
20225,2,wug,2AFC - 4 pictures,3518198,19,dep,low,2347.9999999981374,2,0,mismatch-type1,pilot2
20225,2,wug,2AFC - 4 pictures,3502663,31,tob,low,3313.34500000003,3,0,mismatch-type2,pilot2
20225,2,wug,2AFC - 4 pictures,3528252,21,dep,low,1619.2900000023656,2,0,mismatch-type1,pilot2
20225,2,wug,2AFC - 4 pictures,3528246,39,tob,low,2335.78500000294,3,0,mismatch-type2,pilot2
20275,2,wug,2AFC - 4 pictures,3528246,22,wug,high,3276.079999996,3,1,match,pilot2
20275,2,wug,2AFC - 4 pictures,3528247,55,wug,high,1637.61499998509,3,1,match,pilot2
20325,2,wug,2AFC - 4 pictures,3517626,32,dep,low,1878.99999998626,1,0,mismatch-type1,pilot2
20325,2,wug,2AFC - 4 pictures,3502650,12,dep,low,1870.75000000004,1,0,mismatch-type1,pilot2
20325,2,wug,2AFC - 4 pictures,3528273,15,dep,low,2659.82000017539,1,0,mismatch-type1,pilot2
20325,2,wug,2AFC - 4 pictures,3528247,42,dep,low,2882.15499999933,3,0,mismatch-type1,pilot2
20375,2,wug,2AFC - 4 pictures,3502650,7,wug,high,1237.27500000018,1,1,match,pilot2
20425,2,wug,2AFC - 4 pictures,3502663,6,wug,low,3079.99000000018,3,1,match,pilot2
20425,2,wug,2AFC - 4 pictures,3518198,20,wug,low,2812.000000034459,2,1,match,pilot2
20425,2,wug,2AFC - 4 pictures,3528247,29,wug,low,2278.13500000047,3,1,match,pilot2
20425,2,wug,2AFC - 4 pictures,3528246,42,wug,low,2935.51499999012,3,1,match,pilot2
20425,2,wug,2AFC - 4 pictures,3528252,11,dep,low,1078.0800000065938,2,0,mismatch-type1,pilot2
20475,2,wug,2AFC - 4 pictures,3517616,14,wug,high,1572.9950000240933,2,1,match,pilot2
20475,2,wug,2AFC - 4 pictures,3528252,4,wug,high,1138.7500000419095,2,1,match,pilot2
20475,2,wug,2AFC - 4 pictures,3518198,41,wug,high,966.9999999459833,2,1,match,pilot2
20525,2,wug,2AFC - 4 pictures,3528273,50,tob,low,3416.49500001222,1,0,mismatch-type2,pilot2
20525,2,wug,2AFC - 4 pictures,3518198,22,wug,low,1532.0000000065193,2,1,match,pilot2
20575,2,wug,2AFC - 4 pictures,3528246,49,wug,high,2671.94500000915,3,1,match,pilot2
20575,2,wug,2AFC - 4 pictures,3528247,50,wug,high,2159.58000000683,3,1,match,pilot2
20575,2,wug,2AFC - 4 pictures,3502663,47,wug,high,1714.87000000026,3,1,match,pilot2
20625,2,wug,2AFC - 4 pictures,3502663,5,wug,low,2463.58000000009,3,1,match,pilot2
20625,2,wug,2AFC - 4 pictures,3502650,3,dep,low,3112.19499999993,1,0,mismatch-type1,pilot2
20625,2,wug,2AFC - 4 pictures,3528273,24,dep,low,1780.92000004835,1,0,mismatch-type1,pilot2
20625,2,wug,2AFC - 4 pictures,3528246,12,wug,low,2537.98500000266,3,1,match,pilot2
20625,2,wug,2AFC - 4 pictures,3528247,47,wug,low,1742.53000001772,3,1,match,pilot2
20625,2,wug,2AFC - 4 pictures,3517626,37,dep,low,1432.0000000007,1,0,mismatch-type1,pilot2
20675,2,wug,2AFC - 4 pictures,3528246,17,wug,high,2751.74500000139,3,1,match,pilot2
20675,2,wug,2AFC - 4 pictures,3502650,35,wug,high,1696.12000000005,1,1,match,pilot2
20675,2,wug,2AFC - 4 pictures,3528247,34,wug,high,1553.74000000302,3,1,match,pilot2
20675,2,wug,2AFC - 4 pictures,3502663,18,wug,high,2530.8100000002,3,1,match,pilot2
20725,2,wug,2AFC - 4 pictures,3517626,44,tob,low,1483.99999999674,1,0,mismatch-type2,pilot2
20725,2,wug,2AFC - 4 pictures,3528246,35,tob,low,2341.35499999684,3,0,mismatch-type2,pilot2
20725,2,wug,2AFC - 4 pictures,3518198,31,wug,low,2579.0000000270084,2,1,match,pilot2
20775,2,wug,2AFC - 4 pictures,3502650,33,tob,high,928.414999999863,1,0,mismatch-type1,pilot2
20825,2,wug,2AFC - 4 pictures,3528246,53,wug,low,2497.30499999714,3,1,match,pilot2
20825,2,wug,2AFC - 4 pictures,3518198,33,wug,low,1847.0000000088476,2,1,match,pilot2
20825,2,wug,2AFC - 4 pictures,3502663,30,wug,low,2086.40499999956,3,1,match,pilot2
20825,2,wug,2AFC - 4 pictures,3518198,34,wug,low,2632.000000041444,2,1,match,pilot2
20825,2,wug,2AFC - 4 pictures,3528247,20,wug,low,2377.56500000251,3,1,match,pilot2
20875,2,wug,2AFC - 4 pictures,3518198,2,wug,high,2476.0000000242144,2,1,match,pilot2
20875,2,wug,2AFC - 4 pictures,3528252,38,wug,high,1160.8349999878556,2,1,match,pilot2
