task,subjID,trial,resp,labelPresented,frequency,list,acc
2AFC Generalization,3701702,48,tob,wug,low,3,0
2AFC Generalization,3747210,1,wug,wug,low,5,1
2AFC Generalization,3747210,2,bim,wug,low,5,0
2AFC Generalization,3747210,3,wug,tob,low,5,0
2AFC Generalization,3747210,4,tob,wug,high,5,0
2AFC Generalization,3747210,5,bim,wug,high,5,0
2AFC Generalization,3747210,6,tob,wug,low,5,0
2AFC Generalization,3747210,7,wug,wug,high,5,1
2AFC Generalization,3747210,8,bim,tob,low,5,0
2AFC Generalization,3747210,9,wug,tob,low,5,0
2AFC Generalization,3747210,10,tob,wug,low,5,0
2AFC Generalization,3747210,11,bim,bim,control,5,1
2AFC Generalization,3747210,12,wug,wug,high,5,1
2AFC Generalization,3747210,13,tob,tob,high,5,1
2AFC Generalization,3747210,14,bim,wug,low,5,0
2AFC Generalization,3747210,15,wug,wug,high,5,1
2AFC Generalization,3747210,16,bim,tob,high,5,0
2AFC Generalization,3747210,17,tob,wug,low,5,0
2AFC Generalization,3747210,18,bim,wug,high,5,0
2AFC Generalization,3747210,19,tob,bim,control,5,0
2AFC Generalization,3747210,20,wug,tob,high,5,0
2AFC Generalization,3747210,21,bim,tob,low,5,0
2AFC Generalization,3747210,22,wug,tob,low,5,0
2AFC Generalization,3747210,23,tob,tob,low,5,1
2AFC Generalization,3747210,24,bim,wug,low,5,0
2AFC Generalization,3747210,25,tob,tob,high,5,1
2AFC Generalization,3747210,26,wug,bim,control,5,0
2AFC Generalization,3747210,27,bim,wug,high,5,0
2AFC Generalization,3747210,28,tob,bim,control,5,0
2AFC Generalization,3747210,29,bim,tob,low,5,0
2AFC Generalization,3747210,30,bim,bim,control,5,1
2AFC Generalization,3747210,31,tob,wug,high,5,0
2AFC Generalization,3747210,32,wug,tob,high,5,0
2AFC Generalization,3747210,33,bim,bim,control,5,1
2AFC Generalization,3747210,34,tob,wug,low,5,0
2AFC Generalization,3747210,35,bim,tob,low,5,0
2AFC Generalization,3747210,36,wug,wug,low,5,1
2AFC Generalization,3747210,37,wug,wug,low,5,1
2AFC Generalization,3747210,38,bim,bim,control,5,1
2AFC Generalization,3747210,39,wug,tob,high,5,0
2AFC Generalization,3747210,40,wug,wug,high,5,1
2AFC Generalization,3747210,41,tob,tob,low,5,1
2AFC Generalization,3747210,42,bim,wug,high,5,0
2AFC Generalization,3747210,43,wug,bim,control,5,0
2AFC Generalization,3747210,44,wug,tob,high,5,0
2AFC Generalization,3747210,45,bim,tob,high,5,0
2AFC Generalization,3747210,46,tob,tob,high,5,1
2AFC Generalization,3747210,47,bim,tob,low,5,0
2AFC Generalization,3747210,48,tob,tob,high,5,1
2AFC Generalization,3747265,1,bim,bim,control,7,1
2AFC Generalization,3747265,2,bim,bim,control,7,1
2AFC Generalization,3747265,3,wug,tob,low,7,0
2AFC Generalization,3747265,4,wug,wug,low,7,1
2AFC Generalization,3747265,5,tob,tob,high,7,1
2AFC Generalization,3747265,6,tob,tob,high,7,1
2AFC Generalization,3747265,7,NA,tob,low,7,NA
2AFC Generalization,3747265,8,wug,wug,high,7,1
2AFC Generalization,3747265,9,tob,tob,high,7,1
2AFC Generalization,3747265,10,wug,wug,high,7,1
2AFC Generalization,3747265,11,tob,tob,high,7,1
2AFC Generalization,3747265,12,wug,wug,high,7,1
2AFC Generalization,3747265,13,tob,tob,high,7,1
2AFC Generalization,3747265,14,wug,wug,low,7,1
2AFC Generalization,3747265,15,wug,wug,high,7,1
2AFC Generalization,3747265,16,wug,tob,low,7,0
2AFC Generalization,3747265,17,wug,wug,high,7,1
2AFC Generalization,3747265,18,wug,tob,low,7,0
2AFC Generalization,3747265,19,wug,wug,low,7,1
2AFC Generalization,3747265,20,wug,tob,low,7,0
2AFC Generalization,3747265,21,wug,wug,low,7,1
2AFC Generalization,3747265,22,tob,tob,high,7,1
2AFC Generalization,3747265,23,wug,tob,low,7,0
2AFC Generalization,3747265,24,wug,wug,low,7,1
2AFC Generalization,3747265,25,tob,tob,high,7,1
2AFC Generalization,3747265,26,bim,bim,control,7,1
2AFC Generalization,3747265,27,bim,bim,control,7,1
2AFC Generalization,3747265,28,bim,bim,control,7,1
2AFC Generalization,3747265,29,tob,tob,high,7,1
2AFC Generalization,3747265,30,wug,tob,low,7,0
2AFC Generalization,3747265,31,bim,bim,control,7,1
2AFC Generalization,3747265,32,wug,wug,low,7,1
2AFC Generalization,3747265,33,wug,wug,low,7,1
2AFC Generalization,3747265,34,wug,tob,low,7,0
2AFC Generalization,3747265,35,wug,tob,low,7,0
2AFC Generalization,3747265,36,bim,bim,control,7,1
2AFC Generalization,3747265,37,wug,tob,low,7,0
2AFC Generalization,3747265,38,wug,wug,low,7,1
2AFC Generalization,3747265,39,wug,wug,high,7,1
2AFC Generalization,3747265,40,wug,wug,high,7,1
2AFC Generalization,3747265,41,wug,wug,high,7,1
2AFC Generalization,3747265,42,wug,wug,high,7,1
2AFC Generalization,3747265,43,wug,wug,low,7,1
2AFC Generalization,3747265,44,wug,wug,high,7,1
2AFC Generalization,3747265,45,bim,bim,control,7,1
2AFC Generalization,3747265,46,wug,wug,low,7,1
2AFC Generalization,3747265,47,tob,tob,high,7,1
2AFC Generalization,3747265,48,tob,tob,high,7,1
2AFC Generalization,3747200,1,wug,tob,low,1,0
2AFC Generalization,3747200,2,tob,tob,high,1,1
2AFC Generalization,3747200,3,wug,tob,low,1,0
2AFC Generalization,3747200,4,wug,wug,high,1,1
2AFC Generalization,3747200,5,wug,wug,high,1,1
2AFC Generalization,3747200,6,bim,bim,control,1,1
2AFC Generalization,3747200,7,wug,wug,high,1,1
2AFC Generalization,3747200,8,wug,wug,high,1,1
2AFC Generalization,3747200,9,wug,tob,low,1,0
2AFC Generalization,3747200,10,wug,wug,high,1,1
2AFC Generalization,3747200,11,wug,tob,low,1,0
2AFC Generalization,3747200,12,tob,tob,high,1,1
2AFC Generalization,3747200,13,wug,wug,high,1,1
2AFC Generalization,3747200,14,tob,wug,low,1,0
2AFC Generalization,3747200,15,wug,wug,high,1,1
2AFC Generalization,3747200,16,wug,tob,low,1,0
2AFC Generalization,3747200,17,tob,wug,low,1,0
2AFC Generalization,3747200,18,tob,wug,low,1,0
2AFC Generalization,3747200,19,wug,wug,high,1,1
2AFC Generalization,3747200,20,bim,bim,control,1,1
2AFC Generalization,3747200,21,bim,bim,control,1,1
2AFC Generalization,3747200,22,tob,tob,high,1,1
2AFC Generalization,3747200,23,tob,wug,low,1,0
2AFC Generalization,3747200,24,tob,wug,low,1,0
2AFC Generalization,3747200,25,bim,bim,control,1,1
2AFC Generalization,3747200,26,bim,bim,control,1,1
2AFC Generalization,3747200,27,tob,wug,low,1,0
2AFC Generalization,3747200,28,wug,tob,low,1,0
2AFC Generalization,3747200,29,bim,bim,control,1,1
2AFC Generalization,3747200,30,tob,wug,low,1,0
2AFC Generalization,3747200,31,wug,wug,high,1,1
2AFC Generalization,3747200,32,tob,tob,high,1,1
2AFC Generalization,3747200,33,bim,bim,control,1,1
2AFC Generalization,3747200,34,tob,tob,high,1,1
2AFC Generalization,3747200,35,wug,wug,high,1,1
2AFC Generalization,3747200,36,tob,tob,high,1,1
2AFC Generalization,3747200,37,tob,wug,low,1,0
2AFC Generalization,3747200,38,tob,wug,low,1,0
2AFC Generalization,3747200,39,tob,tob,high,1,1
2AFC Generalization,3747200,40,wug,tob,low,1,0
2AFC Generalization,3747200,41,tob,tob,high,1,1
2AFC Generalization,3747200,42,bim,bim,control,1,1
2AFC Generalization,3747200,43,tob,wug,low,1,0
2AFC Generalization,3747200,44,wug,tob,low,1,0
2AFC Generalization,3747200,45,tob,tob,high,1,1
2AFC Generalization,3747200,46,wug,tob,low,1,0
2AFC Generalization,3747200,47,wug,tob,low,1,0
2AFC Generalization,3747200,48,tob,tob,high,1,1
2AFC Generalization,3752844,1,wug,wug,low,10,1
2AFC Generalization,3752844,2,bim,tob,low,10,0
2AFC Generalization,3752844,3,bim,wug,high,10,0
2AFC Generalization,3752844,4,bim,wug,high,10,0
2AFC Generalization,3752844,5,tob,bim,control,10,0
2AFC Generalization,3752844,6,wug,wug,low,10,1
2AFC Generalization,3752844,7,tob,bim,control,10,0
2AFC Generalization,3752844,8,wug,wug,low,10,1
2AFC Generalization,3752844,9,bim,tob,low,10,0
2AFC Generalization,3752844,10,tob,bim,control,10,0
2AFC Generalization,3752844,11,wug,wug,low,10,1
2AFC Generalization,3752844,12,wug,tob,high,10,0
2AFC Generalization,3752844,13,wug,tob,high,10,0
2AFC Generalization,3752844,14,wug,wug,low,10,1
2AFC Generalization,3752844,15,wug,tob,high,10,0
2AFC Generalization,3752844,16,bim,tob,low,10,0
2AFC Generalization,3752844,17,bim,tob,low,10,0
2AFC Generalization,3752844,18,bim,wug,high,10,0
2AFC Generalization,3752844,19,bim,wug,high,10,0
2AFC Generalization,3752844,20,tob,bim,control,10,0
2AFC Generalization,3752844,21,bim,tob,low,10,0
2AFC Generalization,3752844,22,bim,wug,high,10,0
2AFC Generalization,3752844,23,wug,tob,high,10,0
2AFC Generalization,3752844,24,wug,wug,low,10,1
2AFC Generalization,3752844,25,wug,tob,high,10,0
2AFC Generalization,3752844,26,tob,bim,control,10,0
2AFC Generalization,3752844,27,wug,tob,high,10,0
2AFC Generalization,3752844,28,wug,tob,high,10,0
2AFC Generalization,3752844,29,bim,tob,low,10,0
2AFC Generalization,3752844,30,bim,wug,high,10,0
2AFC Generalization,3752844,31,wug,wug,low,10,1
2AFC Generalization,3752844,32,bim,tob,low,10,0
2AFC Generalization,3752844,33,wug,tob,high,10,0
2AFC Generalization,3752844,34,tob,bim,control,10,0
2AFC Generalization,3752844,35,wug,tob,high,10,0
2AFC Generalization,3752844,36,bim,wug,high,10,0
2AFC Generalization,3752844,37,bim,wug,high,10,0
2AFC Generalization,3752844,38,bim,wug,high,10,0
2AFC Generalization,3752844,39,tob,bim,control,10,0
2AFC Generalization,3752844,40,bim,tob,low,10,0
2AFC Generalization,3752844,41,wug,wug,low,10,1
2AFC Generalization,3752844,42,bim,wug,high,10,0
2AFC Generalization,3752844,43,tob,bim,control,10,0
2AFC Generalization,3752844,44,wug,wug,low,10,1
2AFC Generalization,3752844,45,wug,wug,low,10,1
2AFC Generalization,3752844,46,bim,tob,low,10,0
2AFC Generalization,3752844,47,bim,tob,low,10,0
2AFC Generalization,3752844,48,wug,tob,high,10,0
2AFC Generalization,3747136,1,wug,wug,low,2,1
2AFC Generalization,3747136,2,wug,wug,high,2,1
2AFC Generalization,3747136,3,wug,tob,high,2,0
2AFC Generalization,3747136,4,wug,tob,low,2,0
2AFC Generalization,3747136,5,bim,tob,high,2,0
2AFC Generalization,3747136,6,bim,tob,low,2,0
2AFC Generalization,3747136,7,wug,wug,high,2,1
2AFC Generalization,3747136,8,tob,wug,low,2,0
2AFC Generalization,3747136,9,wug,wug,low,2,1
2AFC Generalization,3747136,10,bim,bim,control,2,1
2AFC Generalization,3747136,11,tob,tob,high,2,1
2AFC Generalization,3747136,12,wug,tob,high,2,0
2AFC Generalization,3747136,13,wug,wug,low,2,1
2AFC Generalization,3747136,14,wug,tob,low,2,0
2AFC Generalization,3747136,15,tob,tob,low,2,1
2AFC Generalization,3747136,16,wug,wug,low,2,1
2AFC Generalization,3747136,17,bim,bim,control,2,1
2AFC Generalization,3747136,18,tob,wug,low,2,0
2AFC Generalization,3747136,19,bim,bim,control,2,1
2AFC Generalization,3747136,20,wug,wug,low,2,1
2AFC Generalization,3747136,21,tob,tob,low,2,1
2AFC Generalization,3747136,22,bim,bim,control,2,1
2AFC Generalization,3747136,23,wug,wug,high,2,1
2AFC Generalization,3747136,24,tob,wug,high,2,0
2AFC Generalization,3747136,25,wug,wug,high,2,1
2AFC Generalization,3747136,26,bim,bim,control,2,1
2AFC Generalization,3747136,27,wug,wug,high,2,1
2AFC Generalization,3747136,28,tob,wug,high,2,0
2AFC Generalization,3747136,29,bim,bim,control,2,1
2AFC Generalization,3747136,30,wug,tob,high,2,0
2AFC Generalization,3747136,31,tob,tob,low,2,1
2AFC Generalization,3747136,32,wug,tob,high,2,0
2AFC Generalization,3747136,33,bim,bim,control,2,1
2AFC Generalization,3747136,34,wug,wug,low,2,1
2AFC Generalization,3747136,35,wug,tob,high,2,0
2AFC Generalization,3747136,36,wug,wug,low,2,1
2AFC Generalization,3747136,37,bim,bim,control,2,1
2AFC Generalization,3747136,38,tob,tob,low,2,1
2AFC Generalization,3747136,39,wug,tob,low,2,0
2AFC Generalization,3747136,40,wug,tob,low,2,0
2AFC Generalization,3747136,41,tob,wug,high,2,0
2AFC Generalization,3747136,42,wug,wug,low,2,1
2AFC Generalization,3747136,43,wug,tob,high,2,0
2AFC Generalization,3747136,44,tob,wug,high,2,0
2AFC Generalization,3747136,45,tob,tob,high,2,1
2AFC Generalization,3747136,46,wug,tob,low,2,0
2AFC Generalization,3747136,47,wug,tob,high,2,0
2AFC Generalization,3747136,48,tob,wug,high,2,0
2AFC Generalization,3753046,1,NA,tob,low,2,NA
2AFC Generalization,3753046,2,bim,bim,control,2,1
2AFC Generalization,3753046,3,bim,bim,control,2,1
2AFC Generalization,3753046,4,wug,tob,low,2,0
2AFC Generalization,3753046,5,wug,tob,high,2,0
2AFC Generalization,3753046,6,wug,wug,low,2,1
2AFC Generalization,3753046,7,wug,tob,high,2,0
2AFC Generalization,3753046,8,bim,bim,control,2,1
2AFC Generalization,3753046,9,tob,wug,high,2,0
2AFC Generalization,3753046,10,wug,wug,low,2,1
2AFC Generalization,3753046,11,tob,tob,low,2,1
2AFC Generalization,3753046,12,wug,tob,high,2,0
2AFC Generalization,3753046,13,tob,wug,high,2,0
2AFC Generalization,3753046,14,tob,wug,high,2,0
2AFC Generalization,3753046,15,tob,wug,high,2,0
2AFC Generalization,3753046,16,tob,tob,low,2,1
2AFC Generalization,3753046,17,wug,wug,low,2,1
2AFC Generalization,3753046,18,wug,wug,low,2,1
2AFC Generalization,3753046,19,wug,wug,low,2,1
2AFC Generalization,3753046,20,tob,wug,high,2,0
2AFC Generalization,3753046,21,wug,tob,high,2,0
2AFC Generalization,3753046,22,tob,tob,low,2,1
2AFC Generalization,3753046,23,bim,bim,control,2,1
2AFC Generalization,3753046,24,wug,tob,high,2,0
2AFC Generalization,3753046,25,wug,tob,high,2,0
2AFC Generalization,3753046,26,wug,wug,low,2,1
2AFC Generalization,3753046,27,wug,tob,high,2,0
2AFC Generalization,3753046,28,tob,tob,low,2,1
2AFC Generalization,3753046,29,wug,tob,high,2,0
2AFC Generalization,3753046,30,tob,tob,low,2,1
2AFC Generalization,3753046,31,tob,wug,high,2,0
2AFC Generalization,3753046,32,wug,wug,low,2,1
2AFC Generalization,3753046,33,tob,tob,low,2,1
2AFC Generalization,3753046,34,tob,wug,high,2,0
2AFC Generalization,3753046,35,wug,wug,low,2,1
2AFC Generalization,3753046,36,wug,tob,high,2,0
2AFC Generalization,3753046,37,bim,bim,control,2,1
2AFC Generalization,3753046,38,bim,bim,control,2,1
2AFC Generalization,3753046,39,tob,wug,high,2,0
2AFC Generalization,3753046,40,tob,tob,low,2,1
2AFC Generalization,3753046,41,wug,tob,high,2,0
2AFC Generalization,3753046,42,bim,bim,control,2,1
2AFC Generalization,3753046,43,wug,wug,low,2,1
2AFC Generalization,3753046,44,wug,wug,low,2,1
2AFC Generalization,3753046,45,tob,tob,low,2,1
2AFC Generalization,3753046,46,bim,bim,control,2,1
2AFC Generalization,3753046,47,wug,wug,high,2,1
2AFC Generalization,3753046,48,tob,wug,high,2,0
2AFC Generalization,3747172,1,bim,bim,control,8,1
2AFC Generalization,3747172,2,tob,tob,low,8,1
2AFC Generalization,3747172,3,bim,bim,control,8,1
2AFC Generalization,3747172,4,tob,tob,low,8,1
2AFC Generalization,3747172,5,wug,wug,low,8,1
2AFC Generalization,3747172,6,tob,tob,high,8,1
2AFC Generalization,3747172,7,tob,tob,high,8,1
2AFC Generalization,3747172,8,bim,bim,control,8,1
2AFC Generalization,3747172,9,wug,tob,low,8,0
2AFC Generalization,3747172,10,tob,tob,high,8,1
2AFC Generalization,3747172,11,wug,wug,high,8,1
2AFC Generalization,3747172,12,wug,wug,high,8,1
2AFC Generalization,3747172,13,tob,tob,low,8,1
2AFC Generalization,3747172,14,tob,tob,high,8,1
2AFC Generalization,3747172,15,bim,bim,control,8,1
2AFC Generalization,3747172,16,tob,wug,low,8,0
2AFC Generalization,3747172,17,bim,bim,control,8,1
2AFC Generalization,3747172,18,NA,tob,low,8,NA
2AFC Generalization,3747172,19,tob,wug,low,8,0
2AFC Generalization,3747172,20,tob,tob,high,8,1
2AFC Generalization,3747172,21,tob,wug,low,8,0
2AFC Generalization,3747172,22,tob,tob,high,8,1
2AFC Generalization,3747172,23,tob,wug,high,8,0
2AFC Generalization,3747172,24,tob,wug,low,8,0
2AFC Generalization,3747172,25,bim,bim,control,8,1
2AFC Generalization,3747172,26,tob,wug,low,8,0
2AFC Generalization,3747172,27,wug,wug,low,8,1
2AFC Generalization,3747172,28,tob,wug,low,8,0
2AFC Generalization,3747172,29,tob,tob,high,8,1
2AFC Generalization,3747172,30,tob,wug,high,8,0
2AFC Generalization,3747172,31,tob,wug,low,8,0
2AFC Generalization,3747172,32,wug,wug,high,8,1
2AFC Generalization,3747172,33,tob,tob,low,8,1
2AFC Generalization,3747172,34,tob,wug,high,8,0
2AFC Generalization,3747172,35,wug,tob,low,8,0
2AFC Generalization,3747172,36,tob,tob,high,8,1
2AFC Generalization,3747172,37,wug,tob,low,8,0
2AFC Generalization,3747172,38,tob,tob,low,8,1
2AFC Generalization,3747172,39,wug,tob,high,8,0
2AFC Generalization,3747172,40,wug,wug,high,8,1
2AFC Generalization,3747172,41,bim,bim,control,8,1
2AFC Generalization,3747172,42,tob,tob,high,8,1
2AFC Generalization,3747172,43,bim,bim,control,8,1
2AFC Generalization,3747172,44,tob,wug,low,8,0
2AFC Generalization,3747172,45,tob,wug,high,8,0
2AFC Generalization,3747172,46,tob,wug,high,8,0
2AFC Generalization,3747172,47,tob,tob,low,8,1
2AFC Generalization,3747172,48,tob,wug,high,8,0
2AFC Generalization,3747181,1,wug,tob,high,9,0
2AFC Generalization,3747181,2,tob,tob,low,9,1
2AFC Generalization,3747181,3,NA,wug,low,9,NA
2AFC Generalization,3747181,4,bim,bim,control,9,1
2AFC Generalization,3747181,5,wug,tob,high,9,0
2AFC Generalization,3747181,6,wug,wug,low,9,1
2AFC Generalization,3747181,7,bim,bim,control,9,1
2AFC Generalization,3747181,8,tob,wug,high,9,0
2AFC Generalization,3747181,9,tob,tob,high,9,1
2AFC Generalization,3747181,10,wug,wug,low,9,1
2AFC Generalization,3747181,11,tob,wug,high,9,0
2AFC Generalization,3747181,12,wug,wug,low,9,1
2AFC Generalization,3747181,13,wug,tob,low,9,0
2AFC Generalization,3747181,14,tob,wug,high,9,0
2AFC Generalization,3747181,15,bim,bim,control,9,1
2AFC Generalization,3747181,16,tob,tob,high,9,1
2AFC Generalization,3747181,17,tob,wug,high,9,0
2AFC Generalization,3747181,18,wug,tob,low,9,0
2AFC Generalization,3747181,19,wug,tob,low,9,0
2AFC Generalization,3747181,20,bim,bim,control,9,1
2AFC Generalization,3747181,21,wug,tob,low,9,0
2AFC Generalization,3747181,22,tob,tob,high,9,1
2AFC Generalization,3747181,23,tob,wug,high,9,0
2AFC Generalization,3747181,24,bim,bim,control,9,1
2AFC Generalization,3747181,25,NA,tob,high,9,NA
2AFC Generalization,3747181,26,tob,wug,high,9,0
2AFC Generalization,3747181,27,tob,tob,high,9,1
2AFC Generalization,3747181,28,tob,tob,high,9,1
2AFC Generalization,3747181,29,wug,wug,low,9,1
2AFC Generalization,3747181,30,bim,bim,control,9,1
2AFC Generalization,3747181,31,tob,tob,high,9,1
2AFC Generalization,3747181,32,bim,bim,control,9,1
2AFC Generalization,3747181,33,wug,tob,low,9,0
2AFC Generalization,3747181,34,tob,wug,high,9,0
2AFC Generalization,3747181,35,wug,tob,low,9,0
2AFC Generalization,3747181,36,wug,wug,low,9,1
2AFC Generalization,3747181,37,wug,tob,low,9,0
2AFC Generalization,3747181,38,tob,wug,high,9,0
2AFC Generalization,3747181,39,bim,bim,control,9,1
2AFC Generalization,3747181,40,wug,wug,low,9,1
2AFC Generalization,3747181,41,tob,wug,high,9,0
2AFC Generalization,3747181,42,tob,tob,high,9,1
2AFC Generalization,3747181,43,NA,wug,low,9,NA
2AFC Generalization,3747181,44,wug,tob,low,9,0
2AFC Generalization,3747181,45,tob,wug,high,9,0
2AFC Generalization,3747181,46,wug,tob,low,9,0
2AFC Generalization,3747181,47,wug,wug,low,9,1
2AFC Generalization,3747181,48,wug,wug,low,9,1
2AFC Generalization,3749036,1,NA,wug,high,9,NA
2AFC Generalization,3749036,2,bim,bim,control,9,1
2AFC Generalization,3749036,3,wug,wug,low,9,1
2AFC Generalization,3749036,4,wug,wug,high,9,1
2AFC Generalization,3749036,5,wug,tob,low,9,0
2AFC Generalization,3749036,6,tob,tob,low,9,1
2AFC Generalization,3749036,7,wug,wug,high,9,1
2AFC Generalization,3749036,8,tob,tob,low,9,1
2AFC Generalization,3749036,9,wug,tob,high,9,0
2AFC Generalization,3749036,10,wug,tob,low,9,0
2AFC Generalization,3749036,11,tob,wug,low,9,0
2AFC Generalization,3749036,12,wug,tob,low,9,0
2AFC Generalization,3749036,13,tob,tob,low,9,1
2AFC Generalization,3749036,14,bim,bim,control,9,1
2AFC Generalization,3749036,15,wug,tob,high,9,0
2AFC Generalization,3749036,16,wug,wug,high,9,1
2AFC Generalization,3749036,17,bim,wug,low,9,0
2AFC Generalization,3749036,18,wug,tob,high,9,0
2AFC Generalization,3749036,19,wug,tob,low,9,0
2AFC Generalization,3749036,20,wug,tob,high,9,0
2AFC Generalization,3749036,21,bim,bim,control,9,1
2AFC Generalization,3749036,22,wug,tob,low,9,0
2AFC Generalization,3749036,23,tob,wug,high,9,0
2AFC Generalization,3749036,24,tob,wug,high,9,0
2AFC Generalization,3749036,25,bim,bim,control,9,1
2AFC Generalization,3749036,26,wug,wug,low,9,1
2AFC Generalization,3749036,27,wug,wug,low,9,1
2AFC Generalization,3749036,28,tob,wug,high,9,0
2AFC Generalization,3749036,29,wug,wug,low,9,1
2AFC Generalization,3749036,30,tob,wug,high,9,0
2AFC Generalization,3749036,31,tob,wug,high,9,0
2AFC Generalization,3749036,32,wug,tob,high,9,0
2AFC Generalization,3749036,33,bim,bim,control,9,1
2AFC Generalization,3749036,34,bim,bim,control,9,1
2AFC Generalization,3749036,35,wug,tob,high,9,0
2AFC Generalization,3749036,36,wug,tob,high,9,0
2AFC Generalization,3749036,37,bim,bim,control,9,1
2AFC Generalization,3749036,38,wug,tob,high,9,0
2AFC Generalization,3749036,39,wug,tob,high,9,0
2AFC Generalization,3749036,40,wug,tob,high,9,0
2AFC Generalization,3749036,41,wug,wug,low,9,1
2AFC Generalization,3749036,42,wug,wug,low,9,1
2AFC Generalization,3749036,43,tob,tob,low,9,1
2AFC Generalization,3749036,44,tob,wug,high,9,0
2AFC Generalization,3749036,45,wug,tob,low,9,0
2AFC Generalization,3749036,46,bim,bim,control,9,1
2AFC Generalization,3749036,47,tob,wug,low,9,0
2AFC Generalization,3749036,48,wug,wug,low,9,1
2AFC Generalization,3748094,1,tob,wug,high,6,0
2AFC Generalization,3748094,2,wug,tob,low,6,0
2AFC Generalization,3748094,3,tob,wug,low,6,0
2AFC Generalization,3748094,4,tob,wug,low,6,0
2AFC Generalization,3748094,5,tob,wug,low,6,0
2AFC Generalization,3748094,6,tob,tob,low,6,1
2AFC Generalization,3748094,7,tob,wug,low,6,0
2AFC Generalization,3748094,8,wug,tob,high,6,0
2AFC Generalization,3748094,9,bim,bim,control,6,1
2AFC Generalization,3748094,10,wug,tob,low,6,0
2AFC Generalization,3748094,11,wug,wug,high,6,1
2AFC Generalization,3748094,12,wug,wug,low,6,1
2AFC Generalization,3748094,13,wug,tob,high,6,0
2AFC Generalization,3748094,14,tob,tob,high,6,1
2AFC Generalization,3748094,15,bim,bim,control,6,1
2AFC Generalization,3748094,16,bim,bim,control,6,1
2AFC Generalization,3748094,17,wug,wug,high,6,1
2AFC Generalization,3748094,18,tob,tob,high,6,1
2AFC Generalization,3748094,19,wug,tob,low,6,0
2AFC Generalization,3748094,20,tob,tob,high,6,1
2AFC Generalization,3748094,21,tob,tob,high,6,1
2AFC Generalization,3748094,22,tob,wug,low,6,0
2AFC Generalization,3748094,23,wug,wug,high,6,1
2AFC Generalization,3748094,24,wug,wug,low,6,1
2AFC Generalization,3748094,25,tob,tob,low,6,1
2AFC Generalization,3748094,26,bim,bim,control,6,1
2AFC Generalization,3748094,27,wug,tob,low,6,0
2AFC Generalization,3748094,28,tob,tob,high,6,1
2AFC Generalization,3748094,29,bim,bim,control,6,1
2AFC Generalization,3748094,30,wug,wug,low,6,1
2AFC Generalization,3748094,31,tob,wug,high,6,0
2AFC Generalization,3748094,32,wug,wug,high,6,1
2AFC Generalization,3748094,33,wug,tob,high,6,0
2AFC Generalization,3748094,34,wug,tob,high,6,0
2AFC Generalization,3748094,35,tob,wug,high,6,0
2AFC Generalization,3748094,36,tob,tob,high,6,1
2AFC Generalization,3748094,37,wug,wug,high,6,1
2AFC Generalization,3748094,38,wug,tob,low,6,0
2AFC Generalization,3748094,39,wug,wug,high,6,1
2AFC Generalization,3748094,40,tob,wug,low,6,0
2AFC Generalization,3748094,41,bim,bim,control,6,1
2AFC Generalization,3748094,42,bim,bim,control,6,1
2AFC Generalization,3748094,43,wug,tob,low,6,0
2AFC Generalization,3748094,44,wug,tob,low,6,0
2AFC Generalization,3748094,45,bim,bim,control,6,1
2AFC Generalization,3748094,46,tob,tob,low,6,1
2AFC Generalization,3748094,47,tob,wug,low,6,0
2AFC Generalization,3748094,48,wug,wug,high,6,1
